RECEIVER,SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,0,98:4F:EE:0D:11:53,2020-06-23 12:38:01.735095,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-46
3bc2afc8-d924-472a-b617-8430d43f8aa3,0,98:4F:EE:0D:04:A4,2020-06-23 12:38:02.737854,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,1,98:4F:EE:0D:11:53,2020-06-23 12:38:03.740198,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-46
3bc2afc8-d924-472a-b617-8430d43f8aa3,1,98:4F:EE:0D:11:53,2020-06-23 12:38:04.742934,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-54
fdf89eab-93b1-4655-882c-540ec651a1c8,0,98:4F:EE:0D:04:8E,2020-06-23 12:38:04.744935,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,2,98:4F:EE:0D:04:8E,2020-06-23 12:38:04.747918,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,0,98:4F:EE:0D:04:A4,2020-06-23 12:38:05.531477,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-59
3bc2afc8-d924-472a-b617-8430d43f8aa3,2,98:4F:EE:0D:04:A4,2020-06-23 12:38:05.535488,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,3,98:4F:EE:0D:04:A4,2020-06-23 12:38:06.538973,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-50
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,1,98:4F:EE:0D:04:A4,2020-06-23 12:38:07.409375,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-64
3bc2afc8-d924-472a-b617-8430d43f8aa3,3,98:4F:EE:0D:04:A4,2020-06-23 12:38:07.412396,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,1,98:4F:EE:0D:04:8E,2020-06-23 12:38:07.529576,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,4,98:4F:EE:0D:04:A4,2020-06-23 12:38:07.532096,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-50
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,2,98:4F:EE:0D:04:A4,2020-06-23 12:38:08.467398,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-59
3bc2afc8-d924-472a-b617-8430d43f8aa3,4,98:4F:EE:0D:11:53,2020-06-23 12:38:08.470384,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-52
fdf89eab-93b1-4655-882c-540ec651a1c8,2,98:4F:EE:0D:11:53,2020-06-23 12:38:08.472384,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-66
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,5,98:4F:EE:0D:04:A4,2020-06-23 12:38:08.475384,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-50
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,3,98:4F:EE:0D:04:8E,2020-06-23 12:38:08.606611,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-54
3bc2afc8-d924-472a-b617-8430d43f8aa3,5,98:4F:EE:0D:04:A4,2020-06-23 12:38:08.609610,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,3,98:4F:EE:0D:04:8E,2020-06-23 12:38:08.612626,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,6,98:4F:EE:0D:04:A4,2020-06-23 12:38:08.615626,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-50
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,4,98:4F:EE:0D:0F:34,2020-06-23 12:38:08.620636,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-44
3bc2afc8-d924-472a-b617-8430d43f8aa3,6,98:4F:EE:0D:04:A4,2020-06-23 12:38:08.623633,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,4,98:4F:EE:0D:04:8E,2020-06-23 12:38:08.626633,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,7,98:4F:EE:0D:04:8E,2020-06-23 12:38:09.550571,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-53
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,5,98:4F:EE:0D:04:A4,2020-06-23 12:38:09.553570,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-66
3bc2afc8-d924-472a-b617-8430d43f8aa3,7,98:4F:EE:0D:04:A4,2020-06-23 12:38:09.556566,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,5,98:4F:EE:0D:0F:34,2020-06-23 12:38:09.558566,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-58
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,8,98:4F:EE:0D:04:A4,2020-06-23 12:38:09.561567,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-60
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,6,98:4F:EE:0D:04:8E,2020-06-23 12:38:09.564551,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-58
3bc2afc8-d924-472a-b617-8430d43f8aa3,8,98:4F:EE:0D:11:53,2020-06-23 12:38:10.469258,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-53
fdf89eab-93b1-4655-882c-540ec651a1c8,6,98:4F:EE:0D:0F:34,2020-06-23 12:38:10.471269,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-49
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,9,98:4F:EE:0D:04:8E,2020-06-23 12:38:10.474256,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,7,98:4F:EE:0D:04:A4,2020-06-23 12:38:10.476264,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-57
3bc2afc8-d924-472a-b617-8430d43f8aa3,9,98:4F:EE:0D:04:A4,2020-06-23 12:38:10.479257,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,7,98:4F:EE:0D:04:8E,2020-06-23 12:38:11.104998,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,10,98:4F:EE:0D:11:53,2020-06-23 12:38:11.106998,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-47
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,8,98:4F:EE:0D:04:8E,2020-06-23 12:38:11.109010,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-55
3bc2afc8-d924-472a-b617-8430d43f8aa3,10,98:4F:EE:0D:11:53,2020-06-23 12:38:11.112010,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-55
fdf89eab-93b1-4655-882c-540ec651a1c8,8,98:4F:EE:0D:04:8E,2020-06-23 12:38:11.431924,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,11,98:4F:EE:0D:04:8E,2020-06-23 12:38:11.433925,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,9,98:4F:EE:0D:04:8E,2020-06-23 12:38:11.435924,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
3bc2afc8-d924-472a-b617-8430d43f8aa3,11,98:4F:EE:0D:11:53,2020-06-23 12:38:11.438912,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-55
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,12,98:4F:EE:0D:04:8E,2020-06-23 12:38:12.511887,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,10,98:4F:EE:0D:04:8E,2020-06-23 12:38:12.513888,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
3bc2afc8-d924-472a-b617-8430d43f8aa3,12,98:4F:EE:0D:0F:34,2020-06-23 12:38:12.515887,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-47
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,13,98:4F:EE:0D:04:8E,2020-06-23 12:38:13.519239,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,11,98:4F:EE:0D:04:8E,2020-06-23 12:38:14.070093,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
3bc2afc8-d924-472a-b617-8430d43f8aa3,13,98:4F:EE:0D:04:A4,2020-06-23 12:38:14.073082,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,9,98:4F:EE:0D:04:8E,2020-06-23 12:38:14.075082,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,14,98:4F:EE:0D:04:A4,2020-06-23 12:38:14.077083,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-68
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,12,98:4F:EE:0D:04:8E,2020-06-23 12:38:14.350261,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-53
3bc2afc8-d924-472a-b617-8430d43f8aa3,14,98:4F:EE:0D:11:53,2020-06-23 12:38:14.353261,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-57
fdf89eab-93b1-4655-882c-540ec651a1c8,10,98:4F:EE:0D:04:8E,2020-06-23 12:38:14.371262,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,15,98:4F:EE:0D:11:53,2020-06-23 12:38:14.373262,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-47
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,13,98:4F:EE:0D:04:8E,2020-06-23 12:38:14.375263,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-53
3bc2afc8-d924-472a-b617-8430d43f8aa3,15,98:4F:EE:0D:04:A4,2020-06-23 12:38:14.377263,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,11,98:4F:EE:0D:04:8E,2020-06-23 12:38:15.151683,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,16,98:4F:EE:0D:04:8E,2020-06-23 12:38:15.153682,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,14,98:4F:EE:0D:04:8E,2020-06-23 12:38:15.156686,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
3bc2afc8-d924-472a-b617-8430d43f8aa3,16,98:4F:EE:0D:11:53,2020-06-23 12:38:15.158691,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-53
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,17,98:4F:EE:0D:04:8E,2020-06-23 12:38:16.160983,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,15,98:4F:EE:0D:0F:34,2020-06-23 12:38:16.163983,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-44
3bc2afc8-d924-472a-b617-8430d43f8aa3,17,98:4F:EE:0D:04:A4,2020-06-23 12:38:16.165983,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,12,98:4F:EE:0D:04:8E,2020-06-23 12:38:16.231851,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,18,98:4F:EE:0D:04:8E,2020-06-23 12:38:16.233854,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,16,98:4F:EE:0D:04:8E,2020-06-23 12:38:16.236850,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-51
3bc2afc8-d924-472a-b617-8430d43f8aa3,18,98:4F:EE:0D:11:53,2020-06-23 12:38:16.239864,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-51
fdf89eab-93b1-4655-882c-540ec651a1c8,13,98:4F:EE:0D:04:8E,2020-06-23 12:38:17.010870,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,19,98:4F:EE:0D:04:8E,2020-06-23 12:38:17.012870,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-46
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,17,98:4F:EE:0D:0F:34,2020-06-23 12:38:17.014872,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-45
3bc2afc8-d924-472a-b617-8430d43f8aa3,19,98:4F:EE:0D:04:A4,2020-06-23 12:38:17.017871,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,14,98:4F:EE:0D:11:53,2020-06-23 12:38:17.292099,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-54
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,20,98:4F:EE:0D:11:53,2020-06-23 12:38:17.295101,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-46
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,18,98:4F:EE:0D:04:A4,2020-06-23 12:38:17.430500,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-62
3bc2afc8-d924-472a-b617-8430d43f8aa3,20,98:4F:EE:0D:04:A4,2020-06-23 12:38:17.893115,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,15,98:4F:EE:0D:04:8E,2020-06-23 12:38:17.895133,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,21,98:4F:EE:0D:04:A4,2020-06-23 12:38:17.898133,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,19,98:4F:EE:0D:0F:34,2020-06-23 12:38:17.900133,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-44
3bc2afc8-d924-472a-b617-8430d43f8aa3,21,98:4F:EE:0D:11:53,2020-06-23 12:38:17.911123,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-58
fdf89eab-93b1-4655-882c-540ec651a1c8,16,98:4F:EE:0D:11:53,2020-06-23 12:38:17.913141,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-61
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,22,98:4F:EE:0D:04:A4,2020-06-23 12:38:17.916141,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,20,98:4F:EE:0D:04:8E,2020-06-23 12:38:17.918141,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
3bc2afc8-d924-472a-b617-8430d43f8aa3,22,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.211063,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,17,98:4F:EE:0D:0F:34,2020-06-23 12:38:18.215064,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-47
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,23,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.219064,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,21,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.222064,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-54
3bc2afc8-d924-472a-b617-8430d43f8aa3,23,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.510586,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,18,98:4F:EE:0D:0F:34,2020-06-23 12:38:18.514604,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-56
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,24,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.518604,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-58
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,22,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.522603,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-61
3bc2afc8-d924-472a-b617-8430d43f8aa3,24,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.971970,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,19,98:4F:EE:0D:04:8E,2020-06-23 12:38:18.973968,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,25,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.976968,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,23,98:4F:EE:0D:04:8E,2020-06-23 12:38:18.978969,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-60
3bc2afc8-d924-472a-b617-8430d43f8aa3,25,98:4F:EE:0D:11:53,2020-06-23 12:38:18.986036,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-53
fdf89eab-93b1-4655-882c-540ec651a1c8,20,98:4F:EE:0D:11:53,2020-06-23 12:38:18.988054,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-61
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,26,98:4F:EE:0D:04:A4,2020-06-23 12:38:18.990055,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-48
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,24,98:4F:EE:0D:0F:34,2020-06-23 12:38:18.993040,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-45
3bc2afc8-d924-472a-b617-8430d43f8aa3,26,98:4F:EE:0D:04:A4,2020-06-23 12:38:19.272075,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,21,98:4F:EE:0D:0F:34,2020-06-23 12:38:19.274087,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-47
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,27,98:4F:EE:0D:04:A4,2020-06-23 12:38:19.292846,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-58
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,25,98:4F:EE:0D:04:A4,2020-06-23 12:38:19.294842,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-63
3bc2afc8-d924-472a-b617-8430d43f8aa3,27,98:4F:EE:0D:11:53,2020-06-23 12:38:20.071053,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-62
fdf89eab-93b1-4655-882c-540ec651a1c8,22,98:4F:EE:0D:04:8E,2020-06-23 12:38:20.075054,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,28,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.080054,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,26,98:4F:EE:0D:04:8E,2020-06-23 12:38:20.083059,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
3bc2afc8-d924-472a-b617-8430d43f8aa3,28,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.371027,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,23,98:4F:EE:0D:11:53,2020-06-23 12:38:20.375037,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-63
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,29,98:4F:EE:0D:04:8E,2020-06-23 12:38:20.379038,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-46
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,27,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.382049,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-62
3bc2afc8-d924-472a-b617-8430d43f8aa3,29,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.671182,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,24,98:4F:EE:0D:0F:34,2020-06-23 12:38:20.673198,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-48
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,30,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.675196,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,28,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.966225,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-54
3bc2afc8-d924-472a-b617-8430d43f8aa3,30,98:4F:EE:0D:11:53,2020-06-23 12:38:20.969221,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-53
fdf89eab-93b1-4655-882c-540ec651a1c8,25,98:4F:EE:0D:04:8E,2020-06-23 12:38:20.971221,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,31,98:4F:EE:0D:04:A4,2020-06-23 12:38:20.974221,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-58
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,29,98:4F:EE:0D:04:8E,2020-06-23 12:38:21.030350,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
3bc2afc8-d924-472a-b617-8430d43f8aa3,31,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.032361,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,26,98:4F:EE:0D:11:53,2020-06-23 12:38:21.035349,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-54
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,32,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.037361,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,30,98:4F:EE:0D:04:8E,2020-06-23 12:38:21.510344,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-50
3bc2afc8-d924-472a-b617-8430d43f8aa3,32,98:4F:EE:0D:11:53,2020-06-23 12:38:21.514362,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-55
fdf89eab-93b1-4655-882c-540ec651a1c8,27,98:4F:EE:0D:0F:34,2020-06-23 12:38:21.518362,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-56
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,33,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.522362,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,31,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.750136,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-51
3bc2afc8-d924-472a-b617-8430d43f8aa3,33,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.754152,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,28,98:4F:EE:0D:04:8E,2020-06-23 12:38:21.758152,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,34,98:4F:EE:0D:04:8E,2020-06-23 12:38:21.762153,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-46
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,32,98:4F:EE:0D:04:8E,2020-06-23 12:38:21.810092,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-52
3bc2afc8-d924-472a-b617-8430d43f8aa3,34,98:4F:EE:0D:11:53,2020-06-23 12:38:21.814102,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-55
fdf89eab-93b1-4655-882c-540ec651a1c8,29,98:4F:EE:0D:0F:34,2020-06-23 12:38:21.818102,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-48
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,35,98:4F:EE:0D:04:A4,2020-06-23 12:38:21.822103,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-49
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,33,98:4F:EE:0D:04:8E,2020-06-23 12:38:22.110372,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-54
3bc2afc8-d924-472a-b617-8430d43f8aa3,35,98:4F:EE:0D:0F:34,2020-06-23 12:38:22.112388,c5cd5566-8cf2-4279-bc8e-d6a6b4285474,256,256,1,-46
fdf89eab-93b1-4655-882c-540ec651a1c8,30,98:4F:EE:0D:11:53,2020-06-23 12:38:22.115389,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-61
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,36,98:4F:EE:0D:11:53,2020-06-23 12:38:22.117389,e66fae5f-cc87-4803-9f87-8e1eedf3cb34,256,256,1,-46
e66fae5f-cc87-4803-9f87-8e1eedf3cb34,34,98:4F:EE:0D:04:A4,2020-06-23 12:38:22.530335,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-56
3bc2afc8-d924-472a-b617-8430d43f8aa3,36,98:4F:EE:0D:04:A4,2020-06-23 12:38:22.534346,fdf89eab-93b1-4655-882c-540ec651a1c8,256,256,1,-44
fdf89eab-93b1-4655-882c-540ec651a1c8,31,98:4F:EE:0D:04:8E,2020-06-23 12:38:22.538347,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-44
c5cd5566-8cf2-4279-bc8e-d6a6b4285474,37,98:4F:EE:0D:04:8E,2020-06-23 12:38:22.542347,3bc2afc8-d924-472a-b617-8430d43f8aa3,256,256,1,-46
